station,sample_date,sample_time,water_temperature,number_of_submerged_panels,reset_restart_comp,weather,stream_gauge,turbidity,battery_voltage,dissolved_oxygen,velocity_upstream,velocity_downstream,conductivity,solar_voltage,fyke_closed,fyke_open,downstream_livebox_installed_y_n,vaki_y_n,barrels_y_n,crew_initials,comments1,trap_closed,trap_open,condition_code,trapping
ST031X,2022-02-15,08:30:00,50.9,0,08:37:00,CLR,3.6,1.06,27.49/12.7,10.4,2.2,NA,66.4,3.9/1.0,08:28:00,08:38:00,NO,YES,YES,MI/RV,"back up camera OK, PIT tag reader OK",NA,NA,NA,No
ST031X,2022-02-17,08:30:00,48.9,0,08:47:00,CLR,3.6,1.56,28/13.10,11.06,2,NA,78.3,7.2/1.6,08:36:00,08:48:00,NO,YES,YES,MI/RV,NA,NA,NA,NA,No
ST031X,2022-02-18,08:30:00,49.4,0,08:40:00,CLD,3.35,1.86,27.34,11.45,2.3,NA,76,3.6,08:35:00,08:40:00,NO,YES,YES,"RB, RV",NA,NA,NA,NA,No
ST031X,2022-02-19,13:15:00,50.2,0,13:25:00,CLR,3.36,1.64,26.84,11.81,2.3,NA,90.1,1.5,13:20:00,13:25:00,NO,YES,YES,"LD, RB",NA,NA,NA,NA,No
ST031X,2022-02-20,11:00:00,51.2,0,11:22:00,CLD,3.4,2.84,29.56/13.49,12.19,2.6,NA,76.8,4.9/6.4,11:17:00,11:23:00,NO,YES,YES,"IH, MI","back up camera OK, PIT tag reader OK",NA,NA,NA,No
ST031X,2022-02-16,08:30:00,49.4,0,08:29:00,CLR,3.6,1.32,27.50/12.74,10.81,2,NA,74.8,1.2/12.71,08:23:00,08:31:00,NO,YES,YES,"MI, RV","back up camera OK, PIT tag reader OK",NA,NA,NA,No
ST031X,2022-02-21,12:15:00,51.9,0,12:48:00,CLR,3.34,2.44,29.45,12.25,1.3,NA,86.2,4.4,12:25:00,12:48:00,NO,YES,YES,"BS, BC",NA,NA,NA,NA,No
ST031X,2022-02-22,12:15:00,51.3,0,12:56:00,CLD,3.32,1.13,29.01,12.15,2.3,NA,82.8,4,12:48:00,12:56:00,NO,YES,YES,"BS, BC",NA,NA,NA,NA,No
ST031X,2022-02-23,10:00:00,49,0,10:14:00,CLR,3.32,1,29.96,12.03,2.5,NA,81,6.7,10:10:00,10:15:00,NO,YES,YES,"BS, BC",NA,NA,NA,NA,No
ST031X,2022-02-24,10:00:00,48.1,0,10:09:00,CLR,3.32,0.82,29.95/13.98,12.3,2.3,NA,77.9,6.2/10.1,10:00:00,10:10:00,NO,YES,YES,"MI, BC","back up camera OK, PIT tag reader OK",NA,NA,NA,No
ST031X,2022-02-25,07:45:00,47.2,0,07:49:00,CLR,2.52,4.62,25.39,11.22,1.4,NA,82.6,2,07:45:00,07:50:00,NO,YES,YES,"SC, JI, EF",Tuned PIT tag antenna,NA,NA,NA,No
ST031X,2022-02-26,09:00:00,48.3,0,09:00:00,CLR,3.35,3.92,28.25,12.18,2.7,NA,35.5,8.4,08:55:00,09:01:00,NO,YES,YES,"BS, RV",NA,NA,NA,NA,No
ST031X,2022-02-27,09:45:00,50,0,09:47:00,CLR,3.35,2.72,29.75,12.07,2.3,NA,78.1,10.1,09:44:00,09:50:00,NO,YES,YES,"BS, BC",NA,NA,NA,NA,No
ST031X,2022-02-28,08:00:00,50.7,0,08:20:00,CLR,3.3,2.19,27.57/12.78,10.82,2.6,NA,52.9,5.6/1.2,08:10:00,08:21:00,NO,YES,YES,"MI, BC",Backup camera and PIT tag reader OK,NA,NA,NA,No
ST031X,2022-03-02,10:30:00,51.9,0,10:47:00,CLD,3.38,4.26,29.36/14,12.21,2.2,NA,64.4,6.2/13.8,10:42:00,10:48:00,NO,YES,YES,"MI, BS",Backup camera and PIT tag reader OK,NA,NA,NA,No
ST031X,2022-03-04,11:30:00,53.4,0,11:41:00,CLD,3.08,1.04,28.45/13.84,12.41,2.1,NA,65.8,4.6/8.2,11:34:00,11:42:00,NO,YES,YES,"BS, MI",Backup camera and PIT tag reader OK,NA,NA,NA,No
ST031X,2022-03-07,11:15:00,52.7,0,11:31:00,CLR,3.1,2.32,29.55,NA,NA,NA,59.3,3.3,11:25:00,11:32:00,NO,YES,YES,"LD, MI","computer was off upon arrival, vaki still connected",NA,NA,NA,No
ST031X,2022-03-09,11:45:00,54.6,0,11:58:00,CLR,3.12,0.78,29.23/14.5,12.55,2.6,NA,83.3,3.4,11:49:00,12:00:00,NO,YES,YES,"MI, BC",Backup camera and PIT tag reader OK,NA,NA,NA,No
ST031X,2022-03-10,08:45:00,51.9,0,09:23:00,CLR,2.85,1.77,28.7,11.42,NA,NA,64.2,11.8,09:20:00,09:25:00,NO,YES,YES,"JP, GJ",replaced 5mph buoy downstream of weir,NA,NA,NA,No
ST031X,2022-03-11,11:00:00,52,0,NA,CLR,2.66,NA,NA,12.47,NA,NA,65.7,NA,NA,NA,NO,NA,YES,"BS, BC","set trap, flow meter not working",11:15:00,NA,NA,Yes
ST031X,2022-03-12,08:30:00,51.2,0,NA,CLR,2.65,1.38,NA,10.92,2.4,NA,64.1,NA,NA,NA,NO,NA,YES,"MI, RV",NA,NA,NA,NA,Yes
ST031X,2022-03-13,12:00:00,55.4,0,13:04:00,CLR,2.6,0.7,29.21/14.48,12.56,2.3,NA,80.9,5.3/22.8,12:50:00,13:05:00,NO,YES,YES,"IH, RV","Backup camera and PIT tag reader OK, white sturgeon seen above weir",NA,NA,NA,Yes
ST031X,2022-03-14,08:15:00,52.9,0,08:48:00,CLR,2.58,1.74,12.79,9.88,1.4,NA,75.7,1.5,08:38:00,08:50:00,NO,YES,YES,"ND, SD",Backup camera and PIT tag reader OK,NA,NA,NA,Yes
ST031X,2022-03-15,08:30:00,54.4,0,08:42:00,RAN,2.36,NA,25.28/12.53,9.88,0.3,NA,65,.2/.6,08:30:00,08:45:00,NO,YES,YES,"IH, LD",Backup camera and PIT tag reader OK,NA,NA,NA,Yes
ST031X,2022-03-16,08:45:00,53.1,0,08:53:00,CLD,2.3,1.07,1.9,10.37,2.1,NA,58.9,26.18,08:48:00,08:54:00,NO,YES,YES,"LD, CH",NA,NA,NA,NA,Yes
ST031X,2022-03-17,08:00:00,54.5,0,07:55:00,CLR,2.1,1.24,12.79,9.31,2.2,NA,65.5,1.4,07:48:00,07:56:00,NO,YES,YES,"SD, BC",green button on computer is stuck,NA,NA,NA,Yes
ST031X,2022-03-18,07:45:00,54.3,0,07:56:00,CLR,NA,1.17,25.34,9.26,2.4,NA,63.7,0.5,07:45:00,07:56:00,NO,YES,YES,"BS, BC",NA,NA,NA,NA,Yes
ST031X,2022-03-19,08:15:00,55.2,0,08:07:00,CLD,2.08,2.73,25.48/12.57,9.66,2.2,NA,60.3,0.7/1.1,07:58:00,08:10:00,NO,YES,YES,"CH, BC","Backup camera ok, attached red boat light",NA,NA,NA,Yes
ST031X,2022-03-20,07:45:00,52.5,0,07:43:00,CLR,2.1,0.94,12.47,9.52,1,NA,67.8,0.6,07:35:00,07:44:00,NO,YES,YES,"ND, SD",NA,NA,NA,NA,Yes
ST031X,2022-03-21,09:00:00,55.6,0,NA,CLR,2.08,2.85,NA,NA,2.1,NA,49.1,NA,NA,NA,NO,NA,YES,"TL, SD",No download - locked out of box. No D.O. meter,NA,NA,NA,Yes
ST031X,2022-03-22,08:45:00,56.7,0,08:45:00,CLR,2.09,1.38,12.84,NA,2.3,NA,51.8,3.4,08:43:00,08:48:00,NO,YES,YES,"TL, SD","No D.O. meter. Square post poking through weir RL. Lowered bulk heads, secured front boat passage and rail cover",NA,NA,NA,Yes
ST031X,2022-03-23,09:45:00,57.2,0,09:47:00,CLR,2.09,0.58,13.4,10.05,1.4,NA,70.5,9.8,09:43:00,09:48:00,NO,YES,YES,"TL, SD",back up camera OK,NA,NA,NA,Yes
ST031X,2022-03-24,09:45:00,57.8,0,09:39:00,CLR,2.08,1.3,27.58/13.39,9.83,NA,NA,68.3,7.7/2.6/8.5,09:32:00,09:39:00,NO,YES,YES,"SD, CH",NA,NA,NA,NA,Yes
ST031X,2022-03-25,09:45:00,58.2,0,09:51:00,CLR,1.98,1.62,27.89,9.81,2.5,NA,67.6,9.6,09:39:00,09:58:00,NO,YES,YES,"BS, ND",Removed the boat passage barrels,NA,NA,NA,Yes
ST031X,2022-03-26,11:15:00,59.6,0,11:06:00,CLR,2.1,0.93,13.8,10.9,1.4,NA,62.5,12.2,10:58:00,11:17:00,NO,YES,YES,"ND, BC",NA,NA,NA,NA,Yes
ST031X,2022-03-27,10:30:00,58.5,0,10:30:00,CLR,2.14,1.25,25.37/28.39,10.22,2,NA,135.6,11.8/8.4/13.6,10:22:00,10:31:00,NO,YES,YES,"JP, SD",NA,NA,NA,NA,Yes
ST031X,2022-03-28,09:00:00,57.3,0,09:11:00,RAN,2.15,0.8,26.3,9.09,NA,NA,134.6,2.5,09:00:00,09:15:00,NO,YES,YES,"BS, BC",No fish in trap,NA,NA,NA,Yes
ST031X,2022-03-29,11:00:00,56.2,0,11:19:00,CLR,2.14,0.57,29.48,11.4,1.5,NA,NA,6.8,11:12:00,11:19:00,NO,YES,YES,"BS, ND",conductivity meter not working,NA,NA,NA,Yes
ST031X,2022-03-30,11:15:00,56.6,0,11:28:00,CLD,2.11,0.74,29.6,11.47,2.1,NA,NA,6.3,11:23:00,11:29:00,NO,YES,YES,"BS, MI","Conductivity meter not working, no fish in trap",NA,NA,NA,Yes
ST031X,2022-03-31,09:00:00,55,0,09:11:00,CLD,2.13,0.41,27.15,10.4,1.6,NA,68.2,3.8,09:08:00,09:12:00,NO,YES,YES,"BS, ND",NA,NA,NA,NA,Yes
ST031X,2022-04-01,09:45:00,56.1,0,09:57:00,CLR,2.13,0.89,28.16,10.6,2.7,NA,76,9.6,09:50:00,09:58:00,NO,YES,YES,"BS, RV",NA,NA,NA,NA,Yes
ST031X,2022-04-02,11:15:00,58,0,11:33:00,CLR,2.16,2.37,30.2,11.56,2.1,NA,66.9,10,11:22:00,11:34:00,NO,YES,YES,"LD, RV",NA,NA,NA,NA,Yes
ST031X,2022-04-03,10:30:00,57.9,0,10:35:00,CLR,2.12,0.91,29.41,10.74,2.4,NA,64.4,10.5,10:30:00,10:35:00,NO,YES,YES,"BS, MI",NA,NA,NA,NA,Yes
ST031X,2022-04-04,09:00:00,56.8,0,08:56:00,CLD,2.13,1.81,12.72,9.71,1.9,NA,73.3,3,08:52:00,08:59:00,NO,YES,YES,"IH, ND","no flashdrive, saved file to backup folder",NA,NA,NA,Yes
ST031X,2022-04-05,09:00:00,56.8,0,08:54:00,CLR,2.05,2.68,27.26,9.78,1.6,NA,71.6,4.8,08:44:00,08:59:00,NO,YES,YES,"ND, SD",NA,NA,13:30:00,NA,No
ST031X,2022-04-08,13:00:00,64.5,0,13:03:00,CLR,1.92,1.99,28.8,11.93,2.5,NA,72.5,4.7,12:50:00,13:05:00,NO,YES,YES,"ND, SD",NA,NA,NA,NA,No
ST031X,2022-04-11,10:15:00,NA,0,10:16:00,CLD,1.88,2.29,13.24,NA,2.7,NA,NA,3.4,10:04:00,10:18:00,NO,YES,YES,"SD, BC",no meters,NA,NA,NA,No
ST031X,2022-04-12,09:30:00,NA,0,NA,CLR,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,YES,"BS, ND",No download- missing key for center lock on box,09:45:00,NA,NA,Yes
ST031X,2022-04-13,08:00:00,54.7,0,08:30:00,CLR,1.82,6.15,26.72,10.68,1.3,0.6,62.6,2.4,08:15:00,08:32:00,NO,YES,YES,"LD, IH",Backup camera and PIT tag reader connected,NA,NA,NA,Yes
ST031X,2022-04-14,08:30:00,57.2,0,08:32:00,CLD,1.88,1.95,27.04,9.42,NA,NA,47.9,3.4,08:30:00,08:32:00,NO,YES,YES,"GJ, BS",No fish in trap,NA,NA,NA,Yes
ST031X,2022-04-15,08:30:00,57.4,0,08:33:00,CLR,1.9,1.96,26.67,9.84,NA,NA,66,4.1,08:25:00,08:32:00,NO,YES,YES,"JP, EF",NA,NA,NA,NA,Yes
ST031X,2022-04-16,09:30:00,59.7,0,09:31:00,CLD,1.9,2.29,28,9.47,2.2,NA,72.5,12.9,09:26:00,09:32:00,NO,YES,YES,"ND, SD",NA,NA,NA,NA,Yes
ST031X,2022-04-17,10:00:00,59.1,0,09:57:00,CLR,1.89,1.7,28.6,10.12,2.7,NA,74.5,10.6,09:53:00,09:58:00,NO,YES,YES,"ND, SD",NA,NA,NA,NA,Yes
ST031X,2022-04-18,11:30:00,60.8,0,11:29:00,CLR,1.9,1.38,29.4,10.93,1.8,NA,67,5.8,11:23:00,11:30:00,NO,YES,YES,"BS, ND",installed additional barrels,NA,NA,NA,Yes
ST031X,2022-04-19,10:00:00,59.2,0,10:14:00,CLD,2.1,3.6,27.9,9.45,NA,NA,60.9,3.1,10:08:00,10:30:00,NO,YES,YES,"BS, BC",NA,NA,10:35:00,NA,Yes
ST031X,2022-04-20,11:00:00,56.7,0,11:24:00,CLR,2.52,2.56,14.51,10.66,NA,NA,60,1.4,11:15:00,11:28:00,NO,YES,YES,"PC, RF",no flow meter,NA,NA,NA,No
ST031X,2022-04-20,20:30:00,58.8,0,NA,NIT,2.76,4.52,25.85,11.43,NA,NA,67.1,0,NA,NA,NO,YES,YES,"LD, BC",NA,NA,NA,NA,No
ST031X,2022-04-21,03:30:00,NA,0,NA,NIT,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES,"LD, BC",NA,NA,NA,NA,No
ST031X,2022-04-21,10:30:00,56.6,0,NA,CLD,3.04,4.26,NA,10.22,NA,NA,60.6,NA,NA,NA,NO,YES,YES,"MI, IH",Green sturgeon washed up on weir - moved manually downstream,NA,NA,NA,No
ST031X,2022-04-21,17:00:00,NA,0,17:29:00,CLD,3.16,NA,29.47/14.68,NA,NA,NA,NA,4.5/19.2,17:19:00,17:30:00,NO,YES,YES,"IH, MI",Backup camera and PIT tag reader connected,NA,NA,NA,No
ST031X,2022-04-21,20:00:00,56,0,NA,NIT,3.38,2.23,25.84,11.09,NA,NA,61.5,NA,NA,NA,NO,YES,YES,"LD, BC",NA,NA,NA,NA,No
ST031X,2022-04-22,09:30:00,53.9,1,09:45:00,CLD,3.7,2.46,28.14,10.26,2.5,NA,59.4,4.7,09:40:00,09:50:00,NO,YES,YES,"MK, BG",barrel off by boat passage,NA,NA,NA,No
ST031X,2022-04-22,15:00:00,NA,0,NA,CLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,YES,YES,"JP, MK",cleaned weir and reinstalled missing barrel,NA,NA,NA,No
ST031X,2022-04-22,19:30:00,56.1,0,NA,NIT,4.16,NA,12.84/25.81,10.82,NA,NA,61.4,0,NA,NA,NO,YES,YES,"LD, IH",NA,NA,NA,NA,No
ST031X,2022-04-23,07:30:00,53.3,0,07:36:00,CLR,4.38,3.9,25.61,10.44,3.6,NA,58.3,0.9,07:31:00,07:36:00,NO,YES,YES,"LD, IH",NA,NA,NA,NA,No
ST031X,2022-04-23,19:00:00,56.3,0,NA,CLD,4.26,2.9,12.97/26.01,11.72,3.6,NA,65.7,1.0/0.1,NA,NA,NO,YES,YES,"LD, IH",Backup camera and PIT tag reader connected,NA,NA,NA,No
ST031X,2022-04-24,08:45:00,54.6,0,08:53:00,CLR,3.81,1.93,27.54,10.51,2.3,NA,63.8,1.8,08:42:00,08:55:00,NO,YES,YES,"SC, BS",Upstream no wake. Bouy floated onto weir - removed,NA,NA,NA,No
ST031X,2022-04-24,19:30:00,58.2,0,NA,NIT,3.64,1.62,13.00/26.06,11.21,2.9,NA,68.6,1.2/0.2,NA,NA,NO,YES,YES,"LD, IH",Backup camera and PIT tag reader connected,NA,NA,NA,No
ST031X,2022-04-25,12:15:00,57.8,0,12:11:00,CLR,3.18,1.52,29.18,11.05,2.3,NA,71.5,4.4,12:04:00,12:13:00,NO,YES,YES,"BS, ND",downstream fyke installed,NA,NA,NA,No
ST031X,2022-04-26,10:45:00,59.1,0,11:00:00,CLD,2.54,2.35,29.31,10.33,2.9,2.5,70.8,9.4,10:54:00,11:02:00,NO,YES,YES,"LD, BS",NA,NA,NA,NA,No
ST031X,2022-04-27,10:15:00,57.4,0,10:16:00,CLD,2.6,2.3,29.5,10.44,3.2,2.7,65.2,10.5,10:12:00,10:18:00,NO,YES,YES,"LD, SD",NA,NA,NA,NA,No
ST031X,2022-04-28,09:00:00,55.7,0,09:06:00,CLR,2.8,1.77,27.81,10.4,2.8,2.7,67.1,3.1,09:00:00,09:07:00,NO,YES,YES,"LD, SD",NA,NA,NA,NA,No
ST031X,2022-04-29,09:15:00,54.9,0,09:20:00,CLR,3.3,3.11,27.99,10.68,2.9,2.7,68.1,8,09:14:00,09:22:00,NO,YES,YES,"LD, BS",NA,NA,NA,NA,No
ST031X,2022-04-29,20:00:00,57.9,0,NA,NIT,3.54,2.8,25.89,11.51,2.9,NA,61.9,0,NA,NA,NO,YES,YES,"LD, BS",NA,NA,NA,NA,No
ST031X,2022-04-30,09:00:00,55,0,NA,CLR,3.8,3.14,27.77,10.71,1.4,NA,66.6,4.2,09:12:00,10:15:00,NO,YES,YES,"BS, BC",vaki won't connect- trouble with camera. Backup camera and PIT tag reader ok. Camera replaced,NA,NA,NA,No
ST031X,2022-05-01,08:45:00,55.7,0,08:42:00,CLR,3.32,2.09,27.28,10.31,2.1,NA,64.4,4.4,08:39:00,08:44:00,NO,YES,YES,"BS, ND",NA,NA,NA,NA,No
ST031X,2022-05-02,11:00:00,57.8,0,11:12:00,CLR,2.95,1.97,29.33,10.91,2.5,NA,67.8,5.9,11:05:00,11:55:00,NO,YES,YES,"BS, ND",NA,NA,NA,NA,No
ST031X,2022-05-03,11:30:00,58.7,0,11:41:00,CLR,2.55,1.7,29.25,11.14,2.5,NA,69.1,4.8,11:37:00,11:43:00,NO,YES,YES,"BS, ND",NA,NA,NA,NA,No
ST031X,2022-05-04,11:15:00,59.6,0,11:20:00,CLR,2.52,1.89,29.18,11.07,2.4,NA,68.7,5.8,11:10:00,11:22:00,NO,YES,YES,"BS, ND",NA,NA,NA,NA,No
ST031X,2022-05-05,12:00:00,59.3,0,11:55:00,CLR,3.08,1.33,14.71,11.37,2.3,2.5,69.5,10.5,11:51:00,11:56:00,NO,YES,YES,"BS, SD",NA,NA,NA,NA,No
ST031X,2022-05-05,20:30:00,59.5,0,NA,NIT,4.32,2.36,25.87,11.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No
ST031X,2022-05-06,10:45:00,57.2,0,10:47:00,CLD,2.79,1.6,9.1,10.9,1.9,NA,65.8,13.6,10:41:00,10:52:00,NO,NA,YES,"BS, TL",Back up camera was off on arrival. Turn on and cleaned,NA,NA,NA,No
ST031X,2022-05-06,20:00:00,59.4,0,NA,NIT,3.1,3.55,25.88/12.86,11.36,NA,NA,48.7,0,NA,NA,NO,YES,YES,"BS, IH",NA,NA,NA,NA,No
ST031X,2022-05-07,10:30:00,56.3,10,10:40:00,CLR,4.44,3.77,29.63,10.64,3.8,3.6,66.2,8.7,10:33:00,10:43:00,NO,YES,YES,"LD, RB",NA,NA,NA,NA,No
ST031X,2022-05-07,07:30:00,58.2,2,NA,NIT,4.18,1.82,25.88,11.22,NA,NA,64.9,0,NA,NA,NO,YES,YES,"LD, RB",NA,NA,NA,NA,No
ST031X,2022-05-08,09:00:00,55.2,0,09:10:00,CLR,3.84,3.12,27.92,10.57,2.5,NA,61.9,7.3,09:05:00,09:11:00,NO,YES,YES,"MI, ND",NA,NA,NA,NA,No
ST031X,2022-05-09,11:30:00,55.3,1,11:27:00,CLR,3.28,1.55,10.3,11.35,1.9,NA,68.6,14.7,11:26:00,11:30:00,NO,YES,YES,"TL, BS",Backup camera & pit tag reader ok. Bulkheads need to be lowered and reattached,NA,NA,NA,No
ST031X,2022-05-10,12:00:00,55.8,0,12:00:00,CLD,2.6,3.05,29.49,11.61,2.6,2.5,77.7,4.3,11:55:00,12:01:00,NO,YES,YES,"LD, BS",NA,NA,NA,NA,No
ST031X,2022-05-11,12:00:00,57.4,0,12:18:00,CLR,2.56,4.6,29.39,11.28,2.8,NA,73.6,4,12:14:00,12:18:00,NO,YES,YES,"LD, BS",NA,NA,NA,NA,No
ST031X,2022-05-12,11:00:00,56.4,0,10:57:00,CLD,2.92,2.18,29.44,11.39,2.1,NA,82.7,5.3,10:50:00,10:59:00,NO,YES,YES,"LD, BS",NA,NA,NA,NA,No
ST031X,2022-05-13,13:00:00,58.2,0,13:32:00,CLR,3.46,6.91,14.4/29.03,11.84,3.3,NA,98.3,13.5/3.6,13:03:00,13:35:00,NO,YES,YES,"IH, BS",Backup camera & pit tag reader ok.,NA,NA,NA,No
ST031X,2022-05-16,10:30:00,61.6,0,10:50:00,CLR,NA,3.76,29.21/14.07,10.37,1.3,NA,79.8,9.2/11.9,10:45:00,10:52:00,NO,YES,YES,"BS, IH",NA,NA,NA,NA,No
ST031X,2022-05-18,13:00:00,65.4,0,13:28:00,CLR,2.54,8.32,4.4/28.79,11.53,2.1,NA,114.2,0.0/14.4,13:18:00,13:30:00,NO,YES,YES,"BS, IH",NA,NA,NA,NA,No
ST031X,2022-05-20,10:30:00,61.2,0,10:40:00,CLR,2.54,2.67,29.21/13.99,10.01,2.4,NA,68.6,9.9/12.7,10:35:00,10:43:00,NO,YES,YES,"IH, BS",NA,NA,NA,NA,No
ST031X,2022-05-23,07:30:00,60.1,0,07:30:00,CLR,2.6,2.25,25.6/12.74,9.31,NA,NA,74.1,1.2,NA,NA,NO,YES,YES,"GJ, RB, LD, BS, IH, MI",Weir removed,NA,NA,NA,No
